author_id;author_name;author_surname;book_id;book_title;fbusta_id;size
137;Константин Константинович;Вагинов;635;Козлиная песнь;168589;142
138;Борис Львович;Васильев;636;А зори здесь тихие…;405674;607
138;Борис Львович;Васильев;637;Не стреляйте белых лебедей;58521;163
138;Борис Львович;Васильев;638;В списках не значился;315588;214
138;Борис Львович;Васильев;639;Встречный бой;74066;34
138;Борис Львович;Васильев;640;Завтра была война;407551;654
139;Аркадий Александрович;Вайнер;641;Петля и камень в зеленой траве;201842;493
139;Аркадий Александрович;Вайнер;642;Эра милосердия;324990;383
139;Аркадий Александрович;Вайнер;643;Город принял;200525;149
139;Аркадий Александрович;Вайнер;644;Я, следователь…;200521;167
139;Аркадий Александрович;Вайнер;645;Визит к Минотавру;533328;669
140;Михаил Иосифович;Веллер;646;Бомж;395443;139
140;Михаил Иосифович;Веллер;647;Кавалерийский марш с вариациями;383205;48
140;Михаил Иосифович;Веллер;648;О Дикий Запад!;383207;50
140;Михаил Иосифович;Веллер;649;Приключения майора Звягина.  Роман воспитания;439114;417
140;Михаил Иосифович;Веллер;650;Жестокий;383204;80
141;Евгений Германович;Водолазкин;651;Авиатор;449077;280
141;Евгений Германович;Водолазкин;652;Брисбен;536894;293
141;Евгений Германович;Водолазкин;653;Лавр;310583;288
141;Евгений Германович;Водолазкин;654;Похищение Европы;338557;386
142;Владимир Николаевич;Войнович;655;Два товарища;132988;408
142;Владимир Николаевич;Войнович;656;Малиновый пеликан;447102;223
142;Владимир Николаевич;Войнович;657;Монументальная пропаганда;512121;320
142;Владимир Николаевич;Войнович;658;Москва 2042;497370;330
143;Леонид Абрамович;Юзефович;659;Казароза;119201;178
143;Леонид Абрамович;Юзефович;660;Костюм Арлекина;24680;221
143;Леонид Абрамович;Юзефович;661;Князь ветра;76325;264
143;Леонид Абрамович;Юзефович;662;Журавли и карлики;148480;353
144;Евгений Иванович;Замятин;663;Ловец человеков;182586;18
144;Евгений Иванович;Замятин;664;Мамай;182585;9
144;Евгений Иванович;Замятин;665;Мы;182584;150
144;Евгений Иванович;Замятин;666;Пещера;182566;9
144;Евгений Иванович;Замятин;667;Рассказ о самом главном;182568;30
145;Михаил Михайлович;Зощенко;668;Голубая книга;146676;289
145;Михаил Михайлович;Зощенко;669;Лёля и Минька;277201;33
145;Михаил Михайлович;Зощенко;670;Повесть о разуме;107104;109
145;Михаил Михайлович;Зощенко;671;Возвращенная молодость;61578;161
